Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
TEX,Rangers,0,0,1,1,0,0,,3.11598,13,3,2,2,0,3,1,0.0,0,4.46768,1.29561,8.46315,3.45634,2.44859,1.40135,0.221868,0.0906107,0.13125744462013245,,0.239341,0.278649,0.699153,4.59898,18.258267211914063,5.859554671929249,18.579910278320312,5.96277833004422,0.0266525,-0.00798756,0,999.0,13.0,AL,Ryan Lobus,815590,sa3022744,sa3022744
SEA,Mariners,0,0,1,9,0,1,,14.0,62,14,7,7,2,11,5,,1,4.38466,1.38192,7.11296,3.51409,2.02413,1.18805,0.178102,0.0879897,0.09011270850896835,,0.247888,0.279289,0.709883,4.61544,50.6,3.6142857142857143,52.0,3.7142857142857144,0.0264456,-0.0171664,1,999.0,11.0,AL,Logan Evans,688138,sa3023077,sa3023077
MIL,Brewers,0,0,1,12,0,1,,19.0,85,18,10,10,3,18,8,,1,4.46556,1.33642,8.21771,3.7752,2.17676,1.4846,0.207855,0.0954885,0.11236698925495148,,0.233595,0.264104,0.718682,4.88715,69.89999999999999,3.6789473684210523,69.0,3.6315789473684212,0.0263369,-0.0062684,1,999.0,23.0,NL,Carlos Rodriguez,692230,30161,30161
SFG,Giants,0,0,1,1,0,0,,4.0,16,4,2,2,0,3,1,0.0,0,4.63834,1.27956,6.73652,3.11779,2.16067,1.11758,0.187126,0.0866052,0.10052032023668289,,0.258412,0.295418,0.648144,4.45065,22.200000000000003,5.550000000000001,23.0,5.75,0.0263102,0.0455426,0,999.0,30.0,NL,Charlie McDaniel,826052,sa3067132,sa3067132
TOR,Blue Jays,2,2,0,32,0,1,,32.0,138,28,15,14,4,34,14,,2,3.86546,1.30106,9.63156,3.9447,2.44164,1.10499,0.248702,0.101859,0.14684372395277023,,0.226044,0.282023,0.736786,4.08091,138.8,4.3375,132.0,4.125,0.0259402,0.0227626,0,999.0,14.0,AL,Josh Walker,677020,23617,23617
MIA,Marlins,0,0,1,1,0,0,,4.2474,18,4,3,2,1,3,2,0.0,0,4.95387,1.42243,6.70934,3.29397,2.03686,1.25708,0.171983,0.0844355,0.0875474214553833,,0.269302,0.301794,0.669371,4.72665,8.73074445724487,2.0555513430964827,8.236989498138428,1.939302531288735,0.0258969,-0.024454,0,999.0,20.0,NL,Robinson Piña,673820,sa3003123,sa3003123
PHI,Phillies,0,0,1,1,0,0,,3.90981,17,4,2,2,1,3,2,0.0,0,4.80373,1.40604,7.69076,3.68865,2.08498,1.26622,0.197998,0.0949643,0.10303418338298798,,0.258154,0.298741,0.680746,4.65723,6.2325644969940175,1.5940853525980223,6.549030065536499,1.6750268539107618,0.0258765,0.039466,0,999.0,26.0,NL,Eiberson Castellano,682769,sa3015414,sa3015414
HOU,Astros,0,0,1,1,0,0,,3.59513,13,3,2,2,0,2,1,0.0,0,4.93766,1.12439,6.15362,2.88799,2.13076,1.16973,0.195353,0.0916823,0.10367083549499512,,0.255785,0.289367,0.557247,4.56471,19.803991746902465,5.508554517731016,18.975670099258423,5.278153747392498,0.0255039,0.0181547,0,999.0,21.0,AL,Brett Gillis,702094,sa3020110,sa3020110
PIT,Pirates,0,0,1,1,0,0,,3.17316,13,3,2,2,0,3,1,0.0,0,4.50854,1.31244,7.524,3.71941,2.0229,1.17945,0.202299,0.100004,0.1022946685552597,,0.244775,0.283815,0.677869,4.57526,18.681412792205812,5.887314186998571,18.865819454193115,5.945428633125893,0.0250339,0.00327751,0,999.0,27.0,NL,Antwone Kelly,699008,sa3015489,sa3015489
BAL,Orioles,0,0,1,1,0,0,,3.52215,14,3,2,2,0,3,1,0.0,0,4.79223,1.25951,6.82633,3.1866,2.1422,1.18184,0.194076,0.0905968,0.10347960144281387,,0.257814,0.29522,0.630249,4.54506,21.263910293579098,6.037196046183813,20.610750198364258,5.851752471135116,0.0248902,0.0115032,0,999.0,2.0,AL,Nestor German,815148,sa3023517,sa3023517
CLE,Guardians,0,0,1,1,0,0,,4.23728,18,4,2,2,1,3,2,0.0,0,4.79926,1.33233,6.81933,3.34384,2.03937,1.24609,0.182992,0.0897296,0.09326225519180298,,0.257957,0.290736,0.658682,4.69898,8.655864143371582,2.0427883718360276,8.186394691467285,1.9319933406990466,0.0248789,0.0590606,0,999.0,5.0,AL,Michael Kennedy,702604,sa3021728,sa3021728
TEX,Rangers,0,0,1,1,0,0,,2.82588,10,2,2,2,0,2,1,0.0,0,4.79416,1.14178,6.25654,2.97438,2.10348,1.1249,0.194852,0.0926331,0.10221854597330093,,0.253642,0.288555,0.579203,4.50841,16.71150531768799,5.913736838748238,15.129395484924316,5.35387218125042,0.0248444,-0.0252547,0,999.0,13.0,AL,Josh Trentadue,815048,sa3023010,sa3023010
SFG,Giants,0,0,1,1,0,0,,2.03462,8,2,1,1,0,2,1,0.0,0,3.95035,1.18063,8.30181,3.3872,2.45094,0.96682,0.238649,0.0973704,0.14127834141254425,,0.233369,0.288369,0.680645,3.97465,10.856188344955445,5.335732518223093,11.173100233078003,5.49149225756593,0.0247979,0.0249767,0,999.0,30.0,NL,Trent Harris,805345,sa3022526,sa3022526
TOR,Blue Jays,2,1,0,29,0,1,,29.0,128,28,14,13,3,27,11,,1,3.96639,1.33509,8.41798,3.42137,2.46041,1.01182,0.214198,0.0870578,0.12714022397994995,,0.242369,0.291299,0.724923,4.0373,126.90000000000002,4.375862068965518,128.0,4.413793103448276,0.0247749,0.00709521,0,999.0,14.0,AL,Tommy Nance,667297,19178,19178
LAD,Dodgers,0,0,1,1,0,0,,4.70774,20,4,3,2,1,4,2,0.0,0,4.69467,1.35132,7.70025,4.23126,1.81985,1.29033,0.204237,0.112228,0.09200967848300934,,0.240043,0.27613,0.679286,4.87381,14.137281799316407,3.002986453351657,12.538703918457031,2.663422752988803,0.0247609,-0.009699,0,999.0,22.0,NL,Jackson Ferris,701328,sa3020891,sa3020891
COL,Rockies,0,0,1,1,0,0,,5.40194,22,6,4,3,1,3,2,0.0,0,5.76152,1.41798,5.66583,2.91634,1.94279,1.47384,0.151872,0.0781723,0.07369989156723022,,0.28954,0.311629,0.604668,5.1372,12.074369144439698,2.23519053786699,14.009708881378174,2.5934579567122173,0.0247022,-0.0124573,0,999.0,19.0,NL,Blake Adams,687060,sa3020174,sa3020174
BOS,Red Sox,0,0,1,1,0,0,,3.0,12,3,2,2,0,2,1,0.0,0,4.90389,1.32144,7.46748,3.56814,2.09282,1.18299,0.20743,0.0991149,0.10831501334905624,,0.259874,0.305421,0.638568,4.53776,15.400000000000002,5.133333333333334,16.0,5.333333333333333,0.0246512,-0.00455246,0,999.0,3.0,AL,Joe Vogatsky,815143,sa3044544,sa3044544
MIL,Brewers,0,0,1,1,0,0,,3.15425,14,3,2,2,0,2,1,0.0,0,4.43797,1.33077,6.85736,2.52922,2.71126,1.38032,0.171063,0.0630936,0.107969269156456,,0.254229,0.278911,0.709815,4.61125,16.541479301452636,5.244181195625061,16.77126979827881,5.317032177113962,0.0246015,-0.00216614,0,999.0,23.0,NL,Easton McGee,668834,22176,22176
ATH,Athletics,0,0,1,1,0,0,,4.28882,19,5,2,2,1,3,1,0.0,0,4.66807,1.37599,6.15534,2.6378,2.33351,1.2172,0.156128,0.0669071,0.08922126889228821,,0.267798,0.293888,0.682161,4.56731,9.43725233078003,2.2004320512662296,11.444089412689209,2.668355179940013,0.0245844,0.0564965,0,999.0,10.0,AL,Jason Alexander,669920,19666,19666
COL,Rockies,2,2,0,46,0,4,,46.0,198,47,26,24,7,40,14,,2,4.73441,1.33946,7.79414,2.76688,2.81694,1.43278,0.200815,0.0712884,0.12952681630849838,,0.260522,0.297267,0.68504,4.55737,180.10000000000008,3.9152173913043495,187.0,4.065217391304348,0.0242947,0.0497377,0,750.4099731445312,19.0,NL,Jimmy Herget,623474,17556,17556
MIN,Twins,0,0,1,11,0,1,,16.0,69,17,9,9,2,11,6,,1,4.86951,1.41016,6.53334,3.15291,2.07216,1.31268,0.165401,0.0798206,0.08558031171560287,,0.265433,0.292842,0.679299,4.79878,54.60000000000001,3.4125000000000005,59.0,3.6875,0.0242212,0.0127971,1,999.0,8.0,AL,Travis Adams,701519,sa3017991,sa3017991
ARI,Diamondbacks,2,1,0,24,0,1,,24.0,104,22,11,10,2,23,12,,1,3.73444,1.42462,8.83817,4.60581,1.91892,0.746888,0.224684,0.117089,0.10759492963552475,,0.238267,0.3,0.739958,3.89954,106.80000000000003,4.450000000000001,105.0,4.375,0.0241375,0.0429711,0,999.0,15.0,NL,Andrew Saalfrank,685314,26203,26203
MIA,Marlins,0,0,1,1,0,0,,4.29818,21,5,2,2,1,4,2,0.0,0,4.74816,1.57403,8.11112,4.22484,1.91986,1.27243,0.188634,0.0982537,0.09038013219833374,,0.259563,0.299788,0.725099,4.76818,8.506525707244872,1.9790998492889065,10.490895748138428,2.440776752883175,0.0241285,0.0745689,0,999.0,20.0,NL,Dax Fulton,690978,sa3014535,sa3014535
COL,Rockies,0,0,1,1,0,0,,3.45302,15,4,2,2,1,3,2,0.0,0,5.17154,1.50159,8.68261,4.27854,2.02934,1.44199,0.215735,0.106308,0.10942694544792175,,0.26006,0.30697,0.684255,4.89746,2.8523557662963857,0.8260464461141389,4.265105247497559,1.2351807841182294,0.0240828,0.0392884,0,999.0,19.0,NL,Michael Prosecky,687087,sa3020526,sa3020526
MIA,Marlins,2,2,0,30,0,1,,30.0,135,27,15,13,4,36,16,,2,3.98042,1.40794,10.541,4.73534,2.22603,1.05584,0.262515,0.11793,0.1445850133895874,,0.22707,0.294618,0.743658,4.08375,124.60000000000001,4.153333333333333,120.0,4.0,0.0240713,0.0191712,0,999.0,20.0,NL,Josh Simpson,681006,sa1053035,sa1053035
BAL,Orioles,1,1,1,27,0,1,,32.0,141,33,18,17,5,27,11,,1,4.59988,1.35024,7.55061,2.98797,2.527,1.35602,0.192617,0.0762237,0.11639376729726791,,0.255922,0.290246,0.695171,4.57775,111.50000000000001,3.4843750000000004,117.0,3.65625,0.0240215,-0.0210444,1,653.8599853515625,2.0,AL,Albert Suárez,544150,6175,6175
TEX,Rangers,0,0,1,1,0,0,,4.11419,17,4,2,2,1,4,2,0.0,0,4.74156,1.33047,7.87879,3.77074,2.08945,1.41005,0.207986,0.0995409,0.10844521969556808,,0.243488,0.278389,0.679532,4.84897,9.745034980773925,2.3686377402182868,9.570969581604004,2.326329233932423,0.0240169,0.0537315,0,999.0,13.0,AL,Kohl Drake,684442,sa3021723,sa3021723
TEX,Rangers,0,0,1,1,0,0,,4.84302,21,5,3,3,1,3,2,0.0,0,4.94212,1.34116,6.36114,2.93678,2.16602,1.42583,0.166484,0.0768618,0.08962254971265793,,0.261875,0.284517,0.662336,4.92271,10.538347721099857,2.1759868435627108,11.215099811553955,2.315724465071748,0.0240146,-0.000822136,0,999.0,13.0,AL,Josh Stephan,695776,sa3015286,sa3015286
COL,Rockies,0,0,1,1,0,0,,5.04587,21,6,3,3,1,3,2,0.0,0,5.60227,1.45638,5.39081,3.20216,1.68349,1.33602,0.141677,0.0841569,0.05752041935920715,,0.287557,0.309142,0.621921,5.09958,9.439461421966554,1.8707290320330927,12.229365825653076,2.423637183384595,0.0238451,0.0504956,0,999.0,19.0,NL,Jack Mahoney,694968,sa3023157,sa3023157
TEX,Rangers,0,0,1,1,0,0,,4.72716,21,5,3,3,1,3,1,0.0,0,5.0417,1.40094,5.62931,2.77743,2.0268,1.32881,0.144043,0.0710689,0.07297374308109283,,0.273786,0.293691,0.660751,4.89259,12.680997943878172,2.6825816957895214,13.635809421539307,2.8845657828652564,0.0238347,-0.00762892,0,999.0,13.0,AL,David Buchanan,571527,11176,11176
COL,Rockies,0,0,1,1,0,0,,4.41734,19,5,3,3,1,3,2,0.0,0,5.51145,1.48332,7.07845,3.68858,1.91902,1.45233,0.18125,0.0944494,0.08680081367492676,,0.276516,0.310845,0.647738,5.06264,7.388300418853763,1.6725685459004054,9.086689472198486,2.0570510314903263,0.0237286,0.0116697,0,999.0,19.0,NL,Isaiah Coupet,694549,sa3023156,sa3023156
BOS,Red Sox,0,0,1,1,0,0,,2.72229,11,3,2,1,0,2,1,0.0,0,4.85775,1.32962,7.41587,3.4231,2.16642,1.18109,0.203477,0.0939233,0.1095539852976799,,0.26186,0.306393,0.645867,4.49769,13.344953346252442,4.902103919771003,14.611454963684082,5.367337658857205,0.0236892,-0.0211867,0,999.0,3.0,AL,Austin Ehrlicher,805972,sa3023482,sa3023482
TOR,Blue Jays,0,0,1,1,0,0,,5.03952,20,5,3,3,1,3,2,0.0,0,5.10744,1.28986,5.87646,2.69323,2.18193,1.38206,0.162004,0.0742481,0.08775635063648224,,0.268465,0.290298,0.623361,4.87832,11.992464065551761,2.3796827672499905,12.197610855102539,2.4203903547134336,0.0236709,0.00705522,0,999.0,14.0,AL,Ryan Watson,701511,sa3023682,sa3023682
KCR,Royals,1,2,0,25,0,1,,25.0,107,24,12,12,3,22,8,,2,4.2268,1.3173,8.04124,2.98969,2.68966,1.03093,0.206349,0.0767196,0.12962963432073593,,0.250729,0.298039,0.70297,4.07141,103.69999999999999,4.148,104.0,4.16,0.023602,0.0321484,0,750.3800048828125,7.0,AL,James McArthur,663704,21527,21527
COL,Rockies,2,2,0,30,0,1,,30.0,135,31,17,16,4,29,14,,1,4.61004,1.47343,8.63753,4.0144,2.15164,1.09442,0.21559,0.100198,0.11539210379123688,,0.259688,0.315066,0.701333,4.31401,109.20000000000002,3.6400000000000006,115.0,3.8333333333333335,0.0234737,0.00968905,0,999.0,19.0,NL,Jaden Hill,677955,30250,30250
TOR,Blue Jays,0,0,1,1,0,0,,3.98111,18,4,2,2,1,4,2,0.0,0,4.67649,1.41637,8.43668,3.50885,2.4044,1.51025,0.206103,0.0857191,0.12038413435220718,,0.249748,0.285762,0.718481,4.78746,8.760191774368282,2.2004411792976297,8.905534982681274,2.2369494189504318,0.0234696,0.0425794,0,999.0,14.0,AL,Eric Lauer,641778,19316,19316
LAA,Angels,0,0,1,1,0,0,,5.2488,22,5,3,3,1,4,2,0.0,0,5.03915,1.30914,6.49183,2.73937,2.36982,1.59882,0.170942,0.0721328,0.098809152841568,,0.259467,0.278167,0.657844,5.07498,15.541150283813476,2.9608935693170317,15.244020462036133,2.90428451770332,0.0234437,0.028409,0,999.0,1.0,AL,Brett Kerry,695049,sa3017390,sa3017390
MIL,Brewers,0,0,1,1,0,0,,4.38513,19,4,3,2,1,3,1,0.0,0,4.74218,1.27824,6.61524,2.61377,2.53092,1.51592,0.173895,0.0687083,0.1051868200302124,,0.253679,0.273995,0.674135,4.88472,12.749954414367673,2.9075437660567602,11.925644874572754,2.7195653634805894,0.0233252,-0.0225986,0,999.0,23.0,NL,Evan McKendry,679928,sa3010787,sa3010787
SEA,Mariners,3,3,0,53,0,9,,53.0,230,49,24,22,5,46,21,,2,3.80524,1.31246,7.85694,3.53083,2.22524,0.921585,0.201168,0.090403,0.1107650101184845,,0.235899,0.279552,0.727624,4.0687,262.30000000000007,4.949056603773586,259.0,4.886792452830188,0.0232174,0.10516,0,999.0,11.0,AL,Carlos Vargas,672841,22915,22915
BOS,Red Sox,0,0,1,1,0,0,,4.14302,18,5,3,2,1,3,1,0.0,0,5.13257,1.4217,6.17648,2.75884,2.2388,1.36824,0.157446,0.0703261,0.08712001144886017,,0.278217,0.303833,0.660806,4.82193,8.358324432373049,2.017448831425686,10.715084075927734,2.586299924406137,0.0231702,-0.0266416,0,999.0,3.0,AL,Brian Van Belle,687003,sa3014925,sa3014925
CLE,Guardians,0,0,1,1,0,0,,4.09122,18,4,2,2,1,3,1,0.0,0,4.76845,1.37793,6.93288,3.28094,2.11308,1.29171,0.178595,0.084519,0.09407620131969452,,0.259636,0.290996,0.679054,4.72201,10.574999046325688,2.5848057938190916,10.456080436706543,2.555738981634056,0.0231287,0.049755,0,999.0,5.0,AL,Will Dion,702021,sa3017850,sa3017850
CHC,Cubs,2,2,0,45,0,1,,45.0,192,42,22,20,6,42,15,,3,4.05119,1.25331,8.34069,2.9391,2.83784,1.11209,0.217842,0.0767635,0.14107885211706161,,0.239726,0.285266,0.710784,4.0844,184.0,4.088888888888889,181.0,4.022222222222222,0.0231004,0.00911987,0,749.780029296875,17.0,NL,Tyson Miller,668338,19976,19976
KCR,Royals,0,0,1,1,0,0,,5.11457,22,5,3,3,1,3,2,0.0,0,5.20099,1.43215,5.67437,3.28215,1.72886,1.21824,0.148057,0.0856384,0.06241820752620697,,0.277367,0.302365,0.64457,4.8947,12.547833156585693,2.453349574190276,12.57286024093628,2.4582428642084424,0.0228858,0.0275506,0,999.0,7.0,AL,Chandler Champlain,669441,sa3018138,sa3018138
MIL,Brewers,2,2,0,32,0,1,,32.0,142,29,16,14,3,32,17,,2,4.05666,1.44237,8.92466,4.81004,1.85542,0.811333,0.223512,0.120464,0.10304789245128632,,0.236577,0.296729,0.719178,4.15167,135.5,4.234375,132.0,4.125,0.0228012,0.00922091,0,635.030029296875,23.0,NL,Aaron Ashby,676879,23550,23550
DET,Tigers,0,0,1,1,0,0,,3.43595,14,3,2,2,0,3,1,0.0,0,4.6794,1.283,6.66608,3.02655,2.20253,1.24187,0.181702,0.0824967,0.09920505434274673,,0.256061,0.286929,0.656182,4.61619,20.626051473617554,6.00300762637659,20.17976450920105,5.873120233514632,0.0227464,0.00910934,0,999.0,6.0,AL,Jake Miller,805725,sa3020408,sa3020408
STL,Cardinals,0,0,1,1,0,0,,3.22361,13,3,2,2,0,3,1,0.0,0,4.65502,1.31087,7.63083,3.52565,2.16438,1.24219,0.206255,0.0952954,0.11095968633890152,,0.250161,0.290563,0.667432,4.57493,19.054722261428832,5.910986646135345,19.11805558204651,5.9306333461654095,0.0227327,-0.00165094,0,999.0,28.0,NL,Zack Showalter,701374,sa3020959,sa3020959
TBR,Rays,1,1,0,22,0,1,,22.0,96,19,11,10,2,25,11,,2,3.97059,1.33824,10.1912,4.36765,2.33333,0.926471,0.260135,0.111486,0.14864864945411682,,0.224806,0.293103,0.714286,3.91648,103.80000000000001,4.718181818181819,99.0,4.5,0.0226028,-0.0135461,0,999.0,12.0,AL,Nate Lavender,681320,sa3017917,sa3017917
MIN,Twins,0,0,1,1,0,0,,3.44129,15,3,2,2,0,3,2,0.0,0,4.51837,1.38417,7.81059,3.99281,1.95616,1.21882,0.200144,0.102315,0.0978296771645546,,0.24467,0.283407,0.699691,4.66732,17.66553821563721,5.133407418636186,17.20644474029541,5.0,0.0225794,0.010445,0,999.0,8.0,AL,Marco Raya,694397,sa3014550,sa3014550
COL,Rockies,1,1,0,24,0,1,,24.0,103,24,13,12,4,24,9,,1,4.55897,1.35253,8.99801,3.31515,2.71421,1.33482,0.23143,0.0852661,0.1461641788482666,,0.251974,0.303093,0.698116,4.3373,88.00000000000003,3.666666666666668,90.0,3.75,0.0223443,0.0241129,0,999.0,19.0,NL,Zach Agnos,688642,sa3020560,sa3020560
TBR,Rays,0,0,1,1,0,0,,3.46045,16,4,2,2,1,3,1,0.0,0,4.55554,1.37551,8.29177,2.65682,3.12094,1.57631,0.200849,0.0643551,0.13649355620145798,,0.254402,0.287353,0.727822,4.62262,5.907336568832397,1.7071002480814799,7.3022544384002686,2.1102031716149643,0.022311,0.00482339,0,750.9400024414062,12.0,AL,Connor Seabold,657756,19695,19695
NYY,Yankees,0,0,1,1,0,0,,5.05,22,5,3,3,1,4,2,0.0,0,4.95585,1.34979,6.9261,3.39907,2.03764,1.48813,0.180759,0.0887096,0.09204892814159393,,0.253538,0.278265,0.669192,5.04661,14.070001411437989,2.7861387881236017,14.250000953674316,2.821782260487537,0.0220217,0.0115177,0,999.0,9.0,AL,Griffin Herring,702622,sa3033707,sa3033707
ATL,Braves,0,0,1,1,0,0,,3.93208,13,3,2,2,1,2,1,0.0,0,5.15626,1.09117,5.38863,2.64344,2.03849,1.16347,0.178265,0.0874497,0.09081565588712692,,0.263261,0.29037,0.511347,4.63816,9.99739928245544,2.542521205143501,7.660404920578003,1.948180861870263,0.0219387,0.0479361,0,999.0,16.0,NL,Logan Samuels,808469,sa3025571,sa3025571
NYY,Yankees,0,0,1,1,0,0,,3.43639,16,4,2,2,1,3,1,0.0,0,4.7254,1.39399,7.31151,3.00144,2.436,1.52423,0.179421,0.073654,0.10576726496219635,,0.255657,0.281438,0.709255,4.8825,5.729264259338381,1.6672348474861889,7.1819353103637695,2.0899669276579638,0.0217709,0.0114707,0,999.0,9.0,AL,Sean Boyle,682044,sa3007618,sa3007618
BAL,Orioles,0,0,1,1,0,0,,2.59241,12,3,1,1,0,3,1,0.0,0,4.35502,1.41411,9.47597,3.75985,2.5203,1.37916,0.229539,0.0910759,0.13846305012702942,,0.241846,0.289367,0.738258,4.45449,14.383834648132325,5.548441088473513,15.962050437927246,6.157224319704055,0.0217644,0.0586793,0,999.0,2.0,AL,Evan Yates,696524,sa3025545,sa3025545
PHI,Phillies,2,2,0,33,0,1,,33.0,146,28,16,15,4,39,18,,2,4.02652,1.39499,10.5142,5.02239,2.09348,1.11131,0.264803,0.12649,0.13831345736980438,,0.220192,0.284334,0.741617,4.2675,144.20000000000005,4.369696969696971,135.0,4.090909090909091,0.0216755,0.0295972,0,999.0,26.0,NL,John McMillon,669111,27942,27942
ATL,Braves,3,2,0,50,0,6,,50.0,219,45,24,22,6,54,23,,2,4.00933,1.36218,9.82328,4.10447,2.39331,1.12122,0.247401,0.103372,0.14402932673692703,,0.231963,0.290507,0.737197,4.1193,236.2,4.724,229.0,4.58,0.021525,0.0536541,0,999.0,16.0,NL,Rafael Montero,606160,12760,12760
LAD,Dodgers,3,2,0,43,1,4,,43.0,180,34,21,20,6,50,20,,2,4.16258,1.28241,10.5326,4.28872,2.45588,1.32446,0.276949,0.112769,0.16417908668518066,,0.218216,0.277286,0.735677,4.33677,210.99999999999997,4.9069767441860455,192.0,4.465116279069767,0.0214051,0.0466315,0,516.0499877929688,22.0,NL,Michael Kopech,656629,17282,17282
CHC,Cubs,2,2,0,36,0,1,,36.0,155,33,17,16,5,37,14,,2,3.93152,1.28505,9.21488,3.43794,2.68035,1.16332,0.237685,0.0886771,0.14900822192430496,,0.232771,0.283811,0.731763,4.08338,149.10000000000002,4.1416666666666675,145.0,4.027777777777778,0.0210837,0.0263538,0,999.0,17.0,NL,Ethan Roberts,681799,24930,24930
KCR,Royals,2,2,0,44,0,1,,44.0,191,39,22,20,5,44,22,,2,4.11947,1.39139,9.00626,4.41906,2.03805,0.991373,0.23016,0.112931,0.11722833663225174,,0.236519,0.293117,0.720562,4.22013,182.70000000000002,4.152272727272727,175.0,3.977272727272727,0.0210566,0.0308876,0,999.0,7.0,AL,Steven Cruz,674444,23165,23165
CIN,Reds,1,1,1,14,0,1,,19.0,85,20,12,11,3,14,9,,1,5.06055,1.45753,6.64638,4.00999,1.65745,1.31979,0.168568,0.101703,0.06686481088399887,,0.260374,0.2883,0.673515,5.07885,53.69999999999999,2.8263157894736834,58.0,3.0526315789473686,0.0208207,0.0337202,1,999.0,18.0,NL,Chase Petty,695534,sa3017963,sa3017963
TEX,Rangers,1,1,0,30,0,1,,30.0,130,29,14,14,4,29,12,,1,4.07143,1.35714,8.57143,3.64286,2.35294,1.07143,0.220994,0.0939227,0.1270718201994896,,0.246914,0.299145,0.74,4.16648,120.4,4.013333333333334,121.0,4.033333333333333,0.0208084,0.0275267,0,999.0,13.0,AL,Patrick Murphy,641907,19712,19712
KCR,Royals,0,0,1,1,0,0,,2.07099,9,2,1,1,0,2,1,0.0,0,4.61691,1.43186,7.41211,3.26757,2.26838,1.13455,0.185847,0.081929,0.10391751676797867,,0.265742,0.30685,0.694266,4.38666,11.125354862213136,5.371988232609726,11.354969501495361,5.482859944616732,0.0204203,0.0321331,0,999.0,7.0,AL,Thomas Hatch,641672,19264,19264
SDP,Padres,0,0,1,1,0,0,,2.25029,10,2,1,1,0,2,1,0.0,0,4.12956,1.33589,9.3539,4.3017,2.17446,1.22442,0.240027,0.110385,0.12964262813329697,,0.225616,0.274768,0.72876,4.43868,12.452124214172365,5.533571453091355,12.251435279846191,5.444387749263964,0.0202726,0.0369029,0,999.0,29.0,NL,Jose Espada,664744,21131,21131
HOU,Astros,0,0,1,1,0,0,,4.15036,18,4,3,2,1,3,1,0.0,0,4.96875,1.40135,6.73102,3.15991,2.13013,1.34266,0.172837,0.0811391,0.09169775247573853,,0.267185,0.297016,0.669486,4.79911,11.012671852111817,2.6534250129079506,10.751805305480957,2.5905710725421067,0.0200951,-0.0449297,0,999.0,21.0,AL,James Hicks,801802,sa3023161,sa3023161
BAL,Orioles,0,0,1,1,0,0,,3.84607,16,4,2,2,1,3,2,0.0,0,4.7736,1.37773,7.28818,3.67864,1.98122,1.25762,0.190325,0.0960647,0.09426025301218033,,0.255031,0.29097,0.675423,4.72939,5.760918378829958,1.4978714121555434,6.2303502559661865,1.6199263593842317,0.0198912,0.0314813,0,999.0,2.0,AL,Kyle Brnovich,686599,sa3014923,sa3014923
CIN,Reds,0,0,1,1,0,0,,3.36165,14,3,2,2,1,3,1,0.0,0,4.89837,1.33417,7.48112,3.81164,1.9627,1.49918,0.197513,0.100633,0.09687981754541397,,0.243601,0.271513,0.671879,5.08014,7.776209926605227,2.313212246827647,6.8082499504089355,2.025270319782249,0.0198767,0.0221313,0,999.0,18.0,NL,Jose Franco,683742,sa3008714,sa3008714
NYM,Mets,0,0,1,1,0,0,,4.51537,20,5,3,2,1,4,2,0.0,0,4.79951,1.41753,7.31146,3.78213,1.93316,1.33006,0.184945,0.0956701,0.08927541226148605,,0.254133,0.286596,0.689783,4.8677,10.113737201690672,2.239846888145278,11.576849460601807,2.5638762132874704,0.01971,-0.0263241,0,999.0,25.0,NL,Jack Wenninger,811307,sa3023282,sa3023282
CLE,Guardians,0,0,1,1,0,0,,2.28253,10,2,1,1,0,2,1,0.0,0,4.34828,1.40001,8.01337,3.71851,2.15499,1.15502,0.20041,0.0929978,0.10741176456212997,,0.247861,0.28977,0.714813,4.43816,12.690722513198853,5.5599366175299325,12.412650346755981,5.43811032915954,0.0195367,0.0400317,0,999.0,5.0,AL,Zak Kent,687849,sa3010315,sa3010315
MIL,Brewers,0,0,1,1,0,0,,3.7339,16,4,2,2,1,3,1,0.0,0,4.74722,1.35665,6.98977,3.22542,2.16709,1.40093,0.17931,0.0827421,0.09656746685504913,,0.254181,0.281331,0.68545,4.84844,7.9308675765991214,2.1240165515663123,8.66950511932373,2.3218358129778234,0.019498,0.0336826,0,999.0,23.0,NL,Garrett Stallings,668831,sa3014457,sa3014457
CLE,Guardians,0,0,1,1,0,0,,2.59855,11,2,1,1,0,2,1,0.0,0,4.58165,1.3412,7.10739,3.64198,1.95152,1.08556,0.190753,0.0977459,0.09300706535577774,,0.25382,0.293556,0.669759,4.50574,15.029233551025392,5.783710930676035,13.992725372314453,5.38483073079142,0.0193403,0.0605955,0,999.0,5.0,AL,Rafe Schlesinger,701178,sa3025587,sa3025587
CIN,Reds,0,0,1,1,0,0,,4.72347,20,5,3,3,1,3,2,0.0,0,5.41068,1.3406,6.27867,3.06479,2.04864,1.61487,0.168387,0.0821943,0.08619251847267151,,0.266044,0.284749,0.627847,5.25579,9.653714847564697,2.0437738930903926,10.617374897003174,2.2477889569239173,0.0193238,0.0139454,0,999.0,18.0,NL,Brian Edgington,813360,sa3022911,sa3022911
