Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
LAD,Dodgers,0,0,0,1,0,0,,0.965919,4,1,0,0,0,1,1,0.0,0,4.09108,1.37735,9.73027,4.6957,2.07217,1.15804,0.246102,0.118766,0.1273365318775177,,0.223984,0.278505,0.735766,4.39629,3.547800731658936,3.6729794799669646,3.8295950889587402,3.9647165222130454,0.000160198,0.0540455,0,999.0,22.0,NL,Reynaldo Yean,702905,sa3018303,sa3018303
STL,Cardinals,0,0,1,1,0,0,,2.91932,15,3,2,2,0,3,2,0.0,0,5.02744,1.72037,7.9306,4.78752,1.65651,1.40978,0.172962,0.104413,0.06854861229658127,,0.26377,0.29754,0.739641,5.20783,13.802997016906737,4.728148499264814,14.596619606018066,5.0,0.000118764,-0.0199741,0,999.0,28.0,NL,Austin Love,676153,sa3017609,sa3017609
LAD,Dodgers,0,0,1,1,0,0,,4.00294,18,4,3,2,1,3,2,0.0,0,5.20879,1.45942,7.14274,4.04235,1.76698,1.63357,0.176886,0.100107,0.07677935063838959,,0.253336,0.275088,0.686375,5.43539,6.921732616424565,1.7291635848856806,7.014684200286865,1.752384431872856,6.99752e-05,-0.0503105,0,999.0,22.0,NL,Justin Jarvis,680691,sa3007775,sa3007775
COL,Rockies,0,0,0,1,0,0,,1.24805,6,1,1,1,0,1,1,0.0,0,4.9028,1.49132,8.86864,4.10371,2.16113,1.30843,0.219508,0.101571,0.11793731153011322,,0.259928,0.312004,0.696023,4.6034,5.63556981086731,4.515500121210361,5.240249872207642,4.198750033669545,6.83545e-05,-0.0229245,0,999.0,19.0,NL,Dugan Darnell,699911,sa3014876,sa3014876
SFG,Giants,0,0,0,7,0,1,,7.0,32,7,4,3,1,7,3,,0,4.05184,1.39154,8.47203,4.05184,2.09091,0.982265,0.214286,0.102484,0.11180122941732407,,0.240418,0.290476,0.726872,4.1351,30.300000000000015,4.328571428571431,31.0,4.428571428571429,6.79823e-05,-0.0164373,0,999.0,30.0,NL,Ethan Small,663629,26364,26364
CHW,White Sox,0,0,0,1,0,0,,1.06831,4,1,1,1,0,1,1,0.0,0,4.42889,1.37474,8.05202,4.83693,1.6647,0.936241,0.218167,0.131055,0.08711205422878265,,0.238293,0.291554,0.681199,4.49067,4.305501222610475,4.030194689767792,4.341554880142212,4.063942969379942,-9.5469e-06,-0.0444151,0,999.0,4.0,AL,Eric Adler,688328,sa3020592,sa3020592
CIN,Reds,0,0,1,1,0,0,,2.54182,12,2,2,2,0,2,2,0.0,0,5.45244,1.63463,7.88501,5.86398,1.34465,1.45213,0.189389,0.140846,0.048542872071266174,,0.250979,0.285371,0.690642,5.63884,11.609452486038208,4.56738166411019,10.709089517593384,4.213161573363942,-0.000128568,-0.0278069,0,999.0,18.0,NL,Ovis Portes,802086,sa3019644,sa3019644
LAA,Angels,0,0,0,1,0,0,,1.10754,5,1,1,1,0,1,1,0.0,0,4.31597,1.40401,9.12868,4.28552,2.13013,1.22296,0.228127,0.107096,0.12103153020143509,,0.236709,0.28595,0.725205,4.48376,4.59581813812256,4.149561843486379,4.537714958190918,4.09710051207955,-0.000139892,-0.041282,0,999.0,1.0,AL,Camden Minacci,695229,sa3022728,sa3022728
PHI,Phillies,0,0,0,9,0,1,,9.0,39,8,5,4,1,8,4,,0,4.38849,1.34349,8.30228,4.04239,2.05381,1.11836,0.219637,0.106941,0.11269564181566238,,0.241493,0.289869,0.693371,4.42685,41.500000000000014,4.6111111111111125,40.0,4.444444444444445,-0.000178767,-0.0118725,0,999.0,26.0,NL,Jose Cuas,621016,17701,17701
TOR,Blue Jays,0,0,1,1,0,0,,3.13215,14,3,2,2,0,2,1,0.0,0,5.33744,1.55702,5.62651,4.11833,1.36621,1.27122,0.138212,0.101165,0.03704769164323807,,0.273806,0.294921,0.668948,5.27596,16.37793951034546,5.228970086942383,16.660769939422607,5.319269104861414,-0.00021806,-0.00955777,0,999.0,14.0,AL,CJ Van Eyk,669310,sa3014713,sa3014713
ATL,Braves,0,0,1,1,0,0,,2.83704,11,3,2,2,0,2,1,0.0,0,5.34399,1.32813,6.02917,3.37375,1.78708,1.45927,0.165797,0.0927753,0.07302170246839523,,0.263197,0.283575,0.617179,5.19046,14.194095611572266,5.003135618175291,15.185199737548828,5.352480056150693,-0.000227489,-0.0196981,0,999.0,16.0,NL,Cory Wall,696505,sa3022944,sa3022944
SDP,Padres,0,0,1,1,0,0,,3.0,14,3,2,2,1,2,1,0.0,0,5.0988,1.53925,7.41105,4.27261,1.73455,1.51491,0.176454,0.101729,0.07472484558820724,,0.257132,0.28467,0.706103,5.28785,3.1000000000000023,1.033333333333334,3.0,1.0,-0.000235165,-0.019688,0,999.0,29.0,NL,Clark Candiotti,690711,sa3028358,sa3028358
DET,Tigers,0,0,0,1,0,0,,1.12413,5,1,1,1,0,1,0,0.0,0,4.17429,1.37745,8.43459,3.87818,2.17489,1.10495,0.212519,0.0977149,0.11480377614498138,,0.240824,0.28698,0.722372,4.32643,7.718562078475953,6.866253908053609,7.620650053024292,6.779153639821309,-0.000245712,-0.0432376,0,999.0,6.0,AL,Matt Gage,657424,17381,17381
COL,Rockies,3,2,0,50,0,6,,50.0,218,52,29,27,7,43,21,,2,4.88704,1.46109,7.77766,3.74457,2.07705,1.21065,0.196756,0.0947288,0.10202742367982864,,0.266031,0.310806,0.681988,4.57868,189.7,3.7939999999999996,200.0,4.0,-0.000261677,-0.00169412,0,750.6599731445312,19.0,NL,Angel Chivilli,683409,26790,26790
PIT,Pirates,0,0,0,1,0,0,,1.22846,5,1,1,1,0,1,0,0.0,0,4.48308,1.40587,7.4669,3.56556,2.09417,1.0706,0.190164,0.0908061,0.09935753792524338,,0.257597,0.299805,0.695387,4.38313,8.490618658065797,6.911584396287426,8.14230990409851,6.628052012375249,-0.000297301,-0.0330623,0,999.0,27.0,NL,Ryder Ryan,656924,19891,19891
LAA,Angels,0,0,0,1,0,0,,1.02282,5,1,1,0,0,1,1,0.0,0,4.24338,1.45962,9.67801,5.02437,1.92621,1.13573,0.237686,0.123396,0.1142902746796608,,0.230388,0.285953,0.736312,4.49191,3.96887502670288,3.880322385293128,4.114104747772217,4.022311773692536,-0.000319545,-0.0455273,0,999.0,1.0,AL,Kelvin Cáceres,680983,24681,24681
MIA,Marlins,0,0,0,1,0,0,,1.45229,6,1,1,1,0,1,1,0.0,0,4.44796,1.37907,8.14242,4.41588,1.84389,0.943131,0.218495,0.118497,0.09999864548444748,,0.246671,0.302311,0.681031,4.33648,7.146953487396241,4.9211579699081485,6.261455059051514,4.31143276941893,-0.000357138,-0.0214734,0,999.0,20.0,NL,Nigel Belgrave,811310,sa3023180,sa3023180
CLE,Guardians,1,1,0,10,0,1,,10.0,46,10,5,5,1,10,4,,1,4.1836,1.43254,8.62776,3.9451,2.18696,1.07911,0.210901,0.0964358,0.11446502804756165,,0.24504,0.293511,0.731277,4.2724,44.7,4.470000000000001,46.0,4.6,-0.00043108,-0.00225,0,999.0,5.0,AL,Parker Mushinski,656786,21324,21324
BAL,Orioles,0,0,1,1,0,0,,2.1,10,2,1,1,0,2,1,0.0,0,5.11167,1.58027,7.26535,4.15925,1.74679,1.47877,0.169525,0.0970492,0.0724756047129631,,0.263245,0.291162,0.710934,5.23122,11.339999294281007,5.3999999091738715,11.499999523162842,5.476190497815745,-0.00045103,0.0268798,0,999.0,2.0,AL,Christian Herberholz,815179,sa3066289,sa3066289
NYY,Yankees,0,0,0,1,0,0,,1.26216,5,1,1,1,0,1,0,0.0,0,4.51868,1.139,7.51727,2.95318,2.54549,1.36217,0.220457,0.0866068,0.1338498368859291,,0.237075,0.270993,0.637063,4.56883,8.739998579025269,6.9246251953430855,8.310809850692749,6.584582682189716,-0.00047063,-0.0351305,0,999.0,9.0,AL,Chris Kean,815454,sa3023576,sa3023576
TOR,Blue Jays,0,0,0,1,0,0,,1.03963,5,1,1,1,0,1,0,0.0,0,4.35986,1.41791,7.82921,3.49971,2.2371,1.15086,0.192922,0.0862373,0.10668451339006424,,0.25269,0.293104,0.717424,4.39927,7.093232417106629,6.822869379309633,7.198130011558533,6.923768735634556,-0.000470803,-0.047611,0,999.0,14.0,AL,Justin Bruihl,677865,23779,23779
NYM,Mets,0,0,0,1,0,0,,1.07388,5,1,1,0,0,1,0,0.0,0,4.05326,1.33883,8.41639,3.55746,2.36584,1.21947,0.209694,0.0886339,0.12105986475944519,,0.234914,0.274295,0.737023,4.38663,7.346704626083374,6.841277836673753,7.369395017623901,6.862407211087491,-0.000509312,-0.0470205,0,999.0,25.0,NL,Ty Adcock,686654,25651,25651
ARI,Diamondbacks,0,0,1,1,0,0,,4.31248,18,4,3,3,1,3,2,0.0,0,5.3035,1.52068,6.6749,4.89404,1.36388,1.13581,0.173078,0.126901,0.04617728292942047,,0.26474,0.301433,0.652576,5.10893,9.212358856201172,2.136208603164466,8.56240463256836,1.9854939137065222,-0.000537072,-0.0233352,0,999.0,15.0,NL,Ricardo Yan,700282,sa3016056,sa3016056
MIA,Marlins,0,0,0,1,0,0,,1.32729,6,1,1,1,0,1,1,0.0,0,4.31636,1.41292,9.01781,4.61593,1.95363,1.06482,0.230452,0.117961,0.11249102652072906,,0.237839,0.293446,0.71283,4.39144,6.221968483924867,4.687712738683659,5.6364651918411255,4.246586871856572,-0.000613243,-0.0279493,0,999.0,20.0,NL,Dale Stanavich,689359,sa3019833,sa3019833
MIA,Marlins,0,0,0,7,0,1,,7.0,30,6,4,4,1,8,4,,0,4.31488,1.33156,9.47899,4.69324,2.01971,1.10407,0.255326,0.126417,0.12890906631946564,,0.227922,0.289031,0.696592,4.36707,31.900000000000013,4.557142857142859,30.0,4.285714285714286,-0.000616033,-0.0104097,0,999.0,20.0,NL,Justin King,659381,sa3018278,sa3018278
PHI,Phillies,0,0,1,1,0,0,,4.3725,18,4,3,3,1,2,1,0.0,0,5.75538,1.35459,5.12452,2.97994,1.71967,1.61346,0.139767,0.0812754,0.05849151313304901,,0.276607,0.28603,0.594534,5.4794,10.656471347808841,2.4371596990944946,9.862480640411377,2.2555721838310565,-0.000666232,-0.0227262,0,999.0,26.0,NL,Braydon Tucker,685319,sa3023249,sa3023249
KCR,Royals,0,0,1,1,0,0,,2.05738,10,2,1,1,0,2,1,0.0,0,5.24114,1.7038,7.23849,5.79252,1.24963,1.13427,0.16987,0.135937,0.03393353521823883,,0.262879,0.301081,0.699082,5.30132,11.024611711502079,5.3585686263171315,11.28689980506897,5.486055088972112,-0.000689275,0.0312618,0,999.0,7.0,AL,Beck Way,694360,sa3014462,sa3014462
CLE,Guardians,0,0,1,1,0,0,,2.39796,15,3,1,1,0,3,1,0.0,0,4.6495,2.04149,10.2057,5.39377,1.89212,1.64397,0.180656,0.095478,0.08517786860466003,,0.257119,0.293431,0.827232,5.27688,12.944919490814208,5.398300301199608,14.989810466766357,6.251062311750244,-0.000710288,0.0474962,0,999.0,5.0,AL,Josh Hartle,691776,sa3025623,sa3025623
CLE,Guardians,0,0,0,1,0,0,,1.23312,5,1,1,1,0,1,1,0.0,0,4.22621,1.3356,9.20613,4.47513,2.05718,1.10184,0.243945,0.118582,0.12536242604255676,,0.229883,0.286194,0.706681,4.35098,5.52508773803711,4.480576015838889,5.165599822998047,4.1890488932885805,-0.000713203,-0.0378066,0,999.0,5.0,AL,Magnus Ellerts,701884,sa3020813,sa3020813
TEX,Rangers,0,0,0,1,0,0,,1.5,6,1,1,1,0,1,1,0.0,0,4.65495,1.16873,6.93202,3.25471,2.12984,1.12606,0.210061,0.0986276,0.11143363267183304,,0.247227,0.287845,0.607727,4.45881,7.500000000000002,5.000000000000001,6.5,4.333333333333333,-0.000812673,-0.0229978,0,999.0,13.0,AL,Peyton Gray,682608,sa3008046,sa3008046
CIN,Reds,0,0,0,1,0,0,,1.5,5,1,1,1,0,1,0,0.0,0,5.14798,1.08203,5.42434,2.77393,1.95547,1.171,0.180811,0.0924642,0.08834699541330338,,0.258886,0.285304,0.508165,4.68543,10.500000000000002,7.000000000000001,9.5,6.333333333333333,-0.000836089,-0.0153753,0,999.0,18.0,NL,Will Cannon,825756,sa3028369,sa3028369
LAA,Angels,0,0,0,1,0,0,,1.26391,5,1,1,1,0,1,1,0.0,0,4.46502,1.31222,7.72409,3.7931,2.03635,1.15584,0.207955,0.102121,0.1058335080742836,,0.243407,0.285209,0.680271,4.52193,5.752911472320557,4.5516890672129575,5.319534778594971,4.208802518670266,-0.000862615,-0.0333804,0,999.0,1.0,AL,Nick Jones,694559,sa3017419,sa3017419
PIT,Pirates,0,0,1,1,0,0,,2.63548,11,3,2,2,0,2,1,0.0,0,5.49734,1.46731,5.41617,3.74138,1.44764,1.40179,0.139533,0.0963865,0.04314640909433365,,0.273145,0.289691,0.640516,5.37661,12.702551460266115,4.81982478023348,14.177399635314941,5.379437532318606,-0.00088769,-0.029099,0,999.0,27.0,NL,Nick Dombkowski,694298,sa3017201,sa3017201
CHW,White Sox,0,0,0,1,0,0,,1.05,4,1,1,1,0,1,0,0.0,0,4.80001,1.2334,6.685,3.37389,1.9814,1.15907,0.194979,0.098405,0.09657424688339233,,0.253054,0.289453,0.618063,4.60576,7.169999647140504,6.828571402621106,7.249999761581421,6.904761991262981,-0.000912938,-0.0453307,0,999.0,4.0,AL,Liam Paddack,822473,sa3039330,sa3039330
HOU,Astros,0,0,0,1,0,0,,1.44895,6,1,1,1,0,1,1,0.0,0,4.17846,1.44358,8.13076,4.54109,1.79049,0.878355,0.204619,0.114281,0.09033778309822083,,0.243295,0.294351,0.71655,4.29503,7.1222074508667,4.915436991675942,6.244734764099121,4.3098436087988725,-0.000926911,-0.0271266,0,999.0,21.0,AL,Julio Rodriguez,680588,sa3007992,sa3007992
DET,Tigers,1,1,0,11,0,1,,11.0,49,11,6,5,2,10,4,,1,4.21855,1.34237,8.18571,3.07776,2.65963,1.27083,0.204179,0.0767696,0.1274091899394989,,0.246002,0.284888,0.725456,4.34679,37.20000000000001,3.3818181818181827,38.0,3.4545454545454546,-0.000938714,-0.0177543,0,999.0,6.0,AL,Dietrich Enns,608650,13932,13932
TEX,Rangers,0,0,0,1,0,0,,0.810478,4,1,0,0,0,1,0,0.0,0,4.22552,1.45058,9.94564,4.11672,2.41592,1.45625,0.231276,0.0957302,0.1355460062623024,,0.232675,0.276972,0.76613,4.58881,5.397536993026733,6.659696104390463,6.052389860153198,7.467679652031791,-0.000956088,0.0447431,0,999.0,13.0,AL,Codi Heuer,676051,23293,23293
COL,Rockies,0,0,0,1,0,0,,1.5,4,1,1,1,0,1,0,0.0,0,5.70976,1.0524,4.69754,2.83412,1.6575,0.99603,0.173983,0.104967,0.06901577860116959,,0.278157,0.310503,0.400551,4.60716,10.500000000000002,7.000000000000001,9.5,6.333333333333333,-0.00100183,-0.00971112,0,999.0,19.0,NL,Tyler Hampu,812407,sa3033115,sa3033115
CLE,Guardians,0,0,0,1,0,0,,2.0,6,1,1,1,0,1,1,0.0,0,4.81582,0.972498,4.90864,2.52582,1.94339,0.887139,0.181801,0.0935488,0.08825266361236572,,0.257504,0.290427,0.465025,4.29681,11.200000000000001,5.6000000000000005,9.0,4.5,-0.0010178,0.00198455,0,999.0,5.0,AL,Logan McGuire,695661,sa3037620,sa3037620
ATH,Athletics,0,0,1,1,0,0,,3.0,13,3,2,2,0,2,1,0.0,0,5.20703,1.43203,6.65351,3.72526,1.78605,1.44284,0.170603,0.0955195,0.07508331537246704,,0.262938,0.288581,0.662575,5.15586,15.400000000000002,5.133333333333334,16.0,5.333333333333333,-0.00102745,-0.0225703,0,999.0,10.0,AL,Sam Stuhr,702023,sa3043272,sa3043272
CIN,Reds,0,0,1,1,0,0,,3.11422,13,4,2,2,1,2,1,0.0,0,5.87467,1.40508,4.54983,2.38723,1.90591,1.85798,0.116842,0.0613052,0.055536773055791855,,0.283609,0.282243,0.620167,5.76211,1.3452061176300045,0.43195644333363714,3.571085214614868,1.1467040239633017,-0.00104259,0.00680288,0,999.0,18.0,NL,Randy Wynne,691094,25804,25804
CIN,Reds,0,0,1,1,0,0,,2.34472,10,2,2,2,0,1,1,0.0,0,5.90006,1.49569,5.52472,4.49962,1.22782,1.43251,0.146153,0.119034,0.027118414640426636,,0.27273,0.29068,0.61254,5.65529,11.150957155227662,4.75576547221334,10.72361969947815,4.57351056003441,-0.00106515,-0.0394595,0,999.0,18.0,NL,Easton Sikorski,675783,sa3020250,sa3020250
ATH,Athletics,0,0,0,1,0,0,,1.32478,6,1,1,1,0,1,1,0.0,0,4.13012,1.26763,8.86345,3.50805,2.5266,1.24696,0.233985,0.0926085,0.14137660712003708,,0.232631,0.27896,0.71383,4.30413,6.203349852561951,4.682561532470653,5.6238850355148315,4.245155981241848,-0.00111329,-0.0359114,0,999.0,10.0,AL,Anthony Maldonado,687424,26034,26034
SEA,Mariners,0,0,0,1,0,0,,1.35271,6,1,1,1,0,1,1,0.0,0,4.0053,1.3501,7.77779,3.58215,2.17126,1.0104,0.196275,0.0903968,0.10587840527296066,,0.240572,0.281711,0.724293,4.23373,6.410032010078432,4.7386698490895975,5.763535141944885,4.26074162474711,-0.00114089,-0.0370483,0,999.0,11.0,AL,Adonis Medina,658431,19903,19903
CHC,Cubs,0,0,1,1,0,0,,2.5,12,3,2,1,0,2,1,0.0,0,5.0147,1.59619,7.71343,4.55492,1.69343,1.44727,0.178552,0.105438,0.07311348617076874,,0.257104,0.288416,0.720333,5.22328,11.7,4.68,13.5,5.4,-0.00114311,-0.0468147,0,999.0,17.0,NL,Cole Reynolds,822636,sa3067031,sa3067031
PIT,Pirates,0,0,1,1,0,0,,2.16664,9,2,1,1,0,1,1,0.0,0,5.63726,1.45585,6.00698,4.12653,1.4557,1.40892,0.159157,0.109333,0.04982305318117142,,0.270477,0.293639,0.62403,5.38544,9.833113384246829,4.5384222826566605,9.833184719085693,4.538455206880107,-0.00114628,0.0383093,0,999.0,27.0,NL,Emmanuel Chapman,820888,sa3023456,sa3023456
TBR,Rays,0,0,1,1,0,0,,4.44151,18,4,3,3,1,3,2,0.0,0,5.32402,1.37451,5.83675,3.40812,1.7126,1.42485,0.156018,0.0910998,0.06491797417402267,,0.266746,0.286191,0.631816,5.19805,10.167143726348877,2.2891208375574763,9.207529544830322,2.073064796839083,-0.00118982,-0.0353988,0,999.0,12.0,AL,Duncan Davitt,701474,sa3020394,sa3020394
CHC,Cubs,0,0,0,1,0,0,,1.35509,6,1,1,1,0,2,1,0.0,0,4.04913,1.49099,10.6947,5.60076,1.90951,1.02511,0.25939,0.135841,0.12354922294616699,,0.222586,0.290248,0.750713,4.30597,8.427695274353027,6.219270063951569,7.775469779968262,5.737956210030269,-0.00122158,-0.0317262,0,999.0,17.0,NL,Riley Martin,702303,sa3017601,sa3017601
NYM,Mets,0,0,0,1,0,0,,1.16402,6,1,1,1,0,1,1,0.0,0,4.01196,1.48376,9.22738,4.46572,2.06627,1.14645,0.214077,0.103606,0.1104716956615448,,0.232949,0.278668,0.763643,4.42136,5.013777565956117,4.307280250039404,4.8201199769973755,4.1409111805665,-0.00123146,-0.0424805,0,999.0,25.0,NL,Grant Hartwig,701643,29946,29946
CIN,Reds,0,0,0,1,0,0,,1.23394,5,1,1,1,0,1,0,0.0,0,4.66646,1.3496,7.35718,3.31995,2.21606,1.38253,0.189124,0.0853425,0.10378117114305496,,0.25097,0.28165,0.690405,4.77256,8.531171035766603,6.913753495295554,8.169710159301758,6.620821682348159,-0.00123965,-0.0292087,0,999.0,18.0,NL,Alan Busenitz,641427,15239,15239
PIT,Pirates,0,0,1,1,0,0,,2.76221,13,3,2,2,0,2,1,0.0,0,5.36962,1.61659,6.39114,4.88181,1.30917,1.24047,0.154973,0.118374,0.03659813851118088,,0.269463,0.298352,0.677808,5.32589,13.640362024307251,4.938204071916118,14.811055421829224,5.362028812953512,-0.00125305,-0.0215592,0,999.0,27.0,NL,Drake Fellows,666148,sa3015208,sa3015208
SFG,Giants,0,0,0,1,0,0,,1.0,3,1,1,1,0,1,0,0.0,0,4.68354,0.962313,5.15779,2.57066,2.00641,0.879129,0.191029,0.0952097,0.09581965953111649,,0.252342,0.28794,0.477168,4.24531,6.800000000000001,6.800000000000001,7.0,7.0,-0.00126038,-0.0491179,0,999.0,30.0,NL,Cade Vernon,827293,sa3044462,sa3044462
KCR,Royals,0,0,0,1,0,0,,1.0,5,1,1,1,0,1,1,0.0,0,4.51451,1.56335,9.16087,4.74081,1.93234,1.1168,0.216055,0.11181,0.10424508154392242,,0.250966,0.305343,0.730759,4.48622,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.00126551,-0.0442739,0,999.0,7.0,AL,Ryan Hendrix,641682,19535,19535
TBR,Rays,0,0,1,1,0,0,,3.38229,14,4,2,2,1,2,1,0.0,0,5.5587,1.37822,4.47078,2.57626,1.73538,1.41523,0.119792,0.0690293,0.05076252669095993,,0.285941,0.295343,0.607587,5.20104,3.3289310455322276,0.9842246036047063,4.911439895629883,1.4521057715786392,-0.00126881,9.39517e-05,0,999.0,12.0,AL,Sean Hunley,695038,sa3017316,sa3017316
ATL,Braves,0,0,0,1,0,0,,1.04633,5,1,1,0,0,1,1,0.0,0,4.16208,1.39545,9.70493,4.35977,2.22602,1.22657,0.240447,0.108017,0.13243039697408676,,0.230677,0.283294,0.739096,4.38738,4.1428568124771115,3.9594094472893557,4.231660008430481,4.044280402024821,-0.00128264,-0.0436558,0,999.0,16.0,NL,Jordan Weems,607179,13190,13190
MIA,Marlins,0,0,0,1,0,0,,1.5272,6,1,1,1,0,1,1,0.0,0,4.49478,1.36709,7.83381,4.01122,1.95297,1.05528,0.20764,0.10632,0.10131986439228058,,0.249095,0.296589,0.68301,4.42892,7.70129487514496,5.042747995312503,6.636010050773621,4.345207776475695,-0.00131344,-0.0175645,0,999.0,20.0,NL,Austin Roberts,686762,sa3010254,sa3010254
DET,Tigers,0,0,0,1,0,0,,1.5419,7,1,1,1,0,1,1,0.0,0,4.34323,1.29497,7.73203,3.18738,2.42583,1.22427,0.203539,0.083905,0.11963394284248352,,0.246143,0.28467,0.695216,4.41264,7.810067343711854,5.0652197399447045,6.709504961967468,4.351449927762418,-0.00132292,-0.0219932,0,999.0,6.0,AL,Ryan Miller,668943,22187,22187
MIL,Brewers,0,0,1,1,0,0,,4.0,18,4,3,2,1,3,2,0.0,0,5.1904,1.48829,6.99658,3.66772,1.90761,1.68158,0.168086,0.0881133,0.0799727588891983,,0.259296,0.279017,0.699754,5.41146,6.9,1.725,7.0,1.75,-0.00144959,-0.0447475,0,999.0,23.0,NL,Jack Hostetler,828774,sa3065768,sa3065768
STL,Cardinals,0,0,0,1,0,0,,1.25067,6,1,1,1,0,1,1,0.0,0,4.23103,1.4286,8.91632,4.1944,2.12577,1.13656,0.219245,0.103137,0.11610804498195648,,0.24051,0.289852,0.731052,4.37646,5.6549506187438965,4.521540557326535,5.253345012664795,4.200427932590704,-0.00145414,-0.035941,0,999.0,28.0,NL,Oddanier Mosqueda,665996,sa917882,sa917882
PHI,Phillies,0,0,0,1,0,0,,0.1,1,0,0,0,0,0,0,0.0,0,4.79394,2.24164,12.3142,6.18489,1.99101,2.23758,0.195463,0.0981729,0.09729000180959702,,0.24928,0.282716,0.876576,5.95505,0.7400000110268593,7.4,0.5000000074505806,5.0,-0.00146096,0.00541692,0,999.0,26.0,NL,Cade Fergus,681495,sa3019919,sa3019919
KCR,Royals,0,0,1,1,0,0,,3.60405,15,4,2,2,1,2,1,0.0,0,5.70402,1.41402,5.1177,3.32595,1.53872,1.46379,0.136998,0.0890339,0.047964103519916534,,0.279522,0.293419,0.608434,5.38565,4.9699782371521,1.378997711505174,6.0202555656433105,1.670413481016686,-0.00146458,0.0301925,0,999.0,7.0,AL,Hunter Patteson,687593,sa3020954,sa3020954
COL,Rockies,0,0,1,1,0,0,,4.35985,19,5,3,3,1,2,2,0.0,0,6.34964,1.60248,3.93607,3.61182,1.08977,1.34656,0.101068,0.0927423,0.008325934410095215,,0.309661,0.319424,0.597198,5.58146,4.962861251831054,1.1383111056669064,6.799230575561523,1.5595115965202784,-0.00147269,0.00819027,0,999.0,19.0,NL,Andrew Quezada,676768,sa3009858,sa3009858
DET,Tigers,0,0,0,1,0,0,,0.1,1,0,0,0,0,0,0,0.0,0,4.73643,2.27086,11.6981,6.27309,1.86481,2.01294,0.185684,0.0995729,0.08611143380403519,,0.252805,0.287146,0.866337,5.79783,0.7400000110268593,7.4,0.5000000074505806,5.0,-0.00153928,0.00537742,0,999.0,6.0,AL,Owen Hall,815157,sa3066594,sa3066594
CHC,Cubs,0,0,1,1,0,0,,4.08205,17,4,3,2,1,2,2,0.0,0,5.39952,1.39725,5.2582,3.52298,1.49254,1.31989,0.141184,0.0945927,0.04659086465835571,,0.271718,0.289203,0.622498,5.21412,5.507140636444094,1.349112820712302,5.4102301597595215,1.3253721583273086,-0.00156576,-0.048246,0,999.0,17.0,NL,Sam Armstrong,814098,sa3023046,sa3023046
LAD,Dodgers,0,0,1,1,0,0,,2.27261,11,2,1,1,0,2,2,0.0,0,4.96853,1.59722,9.55584,6.12498,1.56014,1.52307,0.224205,0.143708,0.08049693703651428,,0.229407,0.270337,0.730908,5.46245,9.617306566238405,4.231835122339846,9.36304497718811,4.119954200649957,-0.00158129,0.0406008,0,999.0,22.0,NL,Hyun-Seok Jang,815794,sa3023601,sa3023601
SEA,Mariners,2,2,0,37,0,1,,37.0,163,34,17,16,4,35,17,,2,3.84545,1.34458,8.41453,4.00138,2.10291,0.922283,0.214656,0.102076,0.11258020997047424,,0.23301,0.282303,0.73091,4.10819,153.20000000000002,4.140540540540541,150.0,4.054054054054054,-0.00159649,0.00850792,0,999.0,11.0,AL,Tayler Saucedo,642048,17888,17888
CHC,Cubs,1,1,0,11,0,1,,11.0,46,9,5,5,1,12,5,,1,4.09794,1.32843,9.84507,4.42134,2.22671,1.17877,0.255716,0.11484,0.1408759206533432,,0.224019,0.281109,0.725822,4.30356,55.70000000000001,5.063636363636364,52.0,4.7272727272727275,-0.0016288,0.0142039,0,999.0,17.0,NL,Trevor Richards,670950,19309,19309
ATL,Braves,0,0,0,1,0,0,,0.1,1,0,0,0,0,0,0,0.0,0,4.71168,2.25854,12.828,6.70851,1.91219,2.13219,0.203619,0.106484,0.0971342995762825,,0.245022,0.282771,0.87538,5.86891,0.7400000110268593,7.4,0.5000000074505806,5.0,-0.00166314,0.00541692,0,999.0,16.0,NL,Chandler Seagle,676882,23552,23552
BAL,Orioles,0,0,1,1,0,0,,3.29684,15,3,2,2,0,3,2,0.0,0,5.20958,1.62475,7.2398,5.41713,1.33647,1.16195,0.175818,0.131554,0.0442635715007782,,0.261066,0.299467,0.687347,5.20804,16.596622705459595,5.034098756337977,16.484204530715942,5.0,-0.00166566,-0.00216892,0,999.0,2.0,AL,Raúl Alcantara,678921,sa3005696,sa3005696
NYM,Mets,0,0,0,1,0,0,,1.13517,6,1,1,1,0,1,1,0.0,0,4.00873,1.51163,9.84871,4.10093,2.40158,1.37643,0.216884,0.0903088,0.1265747919678688,,0.232817,0.274612,0.790078,4.49586,4.800294923782349,4.228682773437082,4.675874948501587,4.119078548176967,-0.00167181,-0.0439365,0,999.0,25.0,NL,Alfred Vega,678758,sa3006495,sa3006495
